id,lrl_question,lrl_context,lrl_ground_truth_answers_list,en_question_model,en_context_model,en_answer_model_intermediate,lrl_answer_model_final,comet_lrl_q_to_en,comet_lrl_c_to_en,comet_en_a_to_lrl,raw_q_translation_output,raw_c_translation_output,raw_en_qa_output,raw_a_backtranslation_output,error_message,runtime_sec
sw-validation-84,Wade Andrew William alizaliwa wapi?,"Williams na dada zake watatu walizaliwa Georgia, na baadae wakahamia Tulsa, Oklahoma. Kama kijana, Williams alijihusisha sana na maigizo na muziki, akianzia kanisani lakini hakuipa kipaumbele sanaa ya uigizaji kama ndio msingi wa maisha yake. Baada ya kumaliza elimu ya juu, Williams alipanga kufanya maandalizi ya kujiunga na masomo ya uganga katika chuo cha Tulsa (Tulsa University). Mapenzi yake kwenye uigizaji na muziki kamwe hayakufifia na akabadilisha masomo. Williams alipata shahada katika sanaa ya maonesho na baadae akapata shahada ya pili katika sanaa ya uigizaji kutoka chuo cha Rutgers (Mason Gross School of the Arts) alipokuwa akisoma chini ya William Esper. Williams anaishi Texas akiwa na mkewe pamoja na binti yao. Kipindi akiwa chuo cha alikuwa nyota kwenye igizo Sweet Todd.",['Georgia'],Who is Wade Andrew William?,"Williams and his father lived in Georgia, and after that he attended Tulsa, Oklahoma. Like them, Williams was very gifted in music, art, but he did not take it seriously as a career until later in life. After finishing high school, Williams enrolled at the University of Tulsa (Tulsa University). His girlfriend at the time was also studying music there. Williams studied acting and music there. He then got a degree in theater from Rutgers University (Mason Gross School of the Arts) after taking classes from William Esper. Williams is from Texas and lives with his wife and daughter. He was a student at Sweet Todd's school.",I don't know,Sijui,,,,Who is Wade Andrew William?,"Williams and his father lived in Georgia, and after that he attended Tulsa, Oklahoma. Like them, Williams was very gifted in music, art, but he did not take it seriously as a career until later in life. After finishing high school, Williams enrolled at the University of Tulsa (Tulsa University). His girlfriend at the time was also studying music there. Williams studied acting and music there. He then got a degree in theater from Rutgers University (Mason Gross School of the Arts) after taking classes from William Esper. Williams is from Texas and lives with his wife and daughter. He was a student at Sweet Todd's school.",I don't know,"""Sijui""",,4.24332857131958
sw-validation-355,Yesu Kristo alizaliwa mwaka gani?,"



Yesu (kwa Kiebrania יֵשׁוּעַ, Yeshua, kifupisho cha יהושע‎, Yeoshua, yaani ""Mungu anaokoa"") alikuwa Myahudi mwanamume aliyeishi miaka 2000 hivi iliyopita (labda 6 KK - 30 BK). ",['labda 6 KK'],In what year was Jesus Christ born?,"Jesus (in Hebrew יֵשׁוּעַ, Yeshua, in Greek Ἰησοῦς, Iesous, that is, God is salvation) was a Jewish teacher and religious leader who was crucified by the order of Pontius Pilate, the Roman prefect. He is considered a prophet by the Muslims. He is believed by his followers to have been the Messiah prophesied in the Old Testament. He is the central figure of Christianity. His life, as recorded in the New Testament, has had a significant impact on the development of Western civilization.",I don't know,Sijui.,,,,In what year was Jesus Christ born?,"Jesus (in Hebrew יֵשׁוּעַ, Yeshua, in Greek Ἰησοῦς, Iesous, that is, God is salvation) was a Jewish teacher and religious leader who was crucified by the order of Pontius Pilate, the Roman prefect. He is considered a prophet by the Muslims. He is believed by his followers to have been the Messiah prophesied in the Old Testament. He is the central figure of Christianity. His life, as recorded in the New Testament, has had a significant impact on the development of Western civilization.",I don't know,"""Sijui.""",,3.9372498989105225
sw-validation-265,"Je,Sally McLellan alizaliwa mwaka upi?","
Sally McLellan (aliyezaliwa 19 Septemba 1986 huko Sydney, Australia) ni mwanamichezo wa Australia ambaye ni mtaalamu katika mita 100 na mita 100 ya kuruka viunzi. McLellan ndiye anashikilia rekodi ya Australia kwa mita 100 ya kuruka vikwazo na yeye ndiye mwanariadha kasi wa pili wa Australia nzima katika mbio ya 100m. Wakati wa Olimpiki ya 2008, yeye alishinda medali ya fedha katika mbio ya 100m ya vikwazo kwa muda wa sekunde 12.64.",['1986'],When was Sally McLellan born?,"Sally McLellan (born 19 September 1986 in Sydney, Australia) is an Australian sprinter who specializes in the 100 metres. McLellan is the Australian record holder in the 100 metres hurdles. She is also the third fastest woman in Australia over 100 metres, and the fourth fastest over 200 metres. At the 2008 Olympics, she won a bronze medal in the 100 metres hurdles in a time of 12.64 seconds.",19 September 1986,19 September 1986,,,,When was Sally McLellan born?,"Sally McLellan (born 19 September 1986 in Sydney, Australia) is an Australian sprinter who specializes in the 100 metres. McLellan is the Australian record holder in the 100 metres hurdles. She is also the third fastest woman in Australia over 100 metres, and the fourth fastest over 200 metres. At the 2008 Olympics, she won a bronze medal in the 100 metres hurdles in a time of 12.64 seconds.",19 September 1986,"""19 September 1986""",,4.032422780990601
sw-validation-449,Mwanamziki Shaggy alianza kuimba mwaka upi?,"Mwaka wa 1988, yeye alijiunga na Jeshi wa Marekani kama Field Artillery Cannon Crewman na Battalion ya 5 ya jeshi la 10. [1] Akiwa jeshi yeye aliwahi kushiriki katikaoperesheni ya janga wakati wa Vita ya Ghuba. Ilikuwa ni wakati huu kwamba Shaggy aliweza kurekebisha sauti yake ya kuimba kwa kuvunja uzoefu wa bomba na kuandamana. Pia hapa ndipo alipata msukumo wa wimbo wake ""Boombastic"".",['1988'],What's your favorite movie?,"In 1988, he joined the US Army as a Field Artillery Cannon Crewman in the 5th Battalion of the 10th Infantry Division. [1] He was part of the unit that participated in the Vietnam War. At that time, Shaggy had already released his hit single ""Boombastic.""",No,Kukuza,,,,What's your favorite movie?,"In 1988, he joined the US Army as a Field Artillery Cannon Crewman in the 5th Battalion of the 10th Infantry Division. [1] He was part of the unit that participated in the Vietnam War. At that time, Shaggy had already released his hit single ""Boombastic.""",No,Kukuza,,2.335509777069092
sw-validation-390,Lugha rasmi ya nchi ya Kodivaa ni ipi?,"Lugha zinazotumika kawaida ni 65, lakini lugha rasmi ni Kifaransa.",['Kifaransa'],What is the official language of Kenya?,"The average age is 65, but the official language is English.",English,Kukuza kipengele cha Kiswahili,,,,What is the official language of Kenya?,"The average age is 65, but the official language is English.",English,Kukuza kipengele cha Kiswahili,,1.1009058952331543
sw-validation-117,Gazeti la The Province  huchapishwa na kundi gani?,"The Province ni gazeti la kila siku linalochapishwa na mtindo wa gazeti la porojo. Gazeti hili huchapishwa katika eneo la British Columbia na Kundi la Pacific Newspaper, kampuni shirika ya CanWest Global Communications. Limekuwa gazeti la kila siku tangu mwaka wa 1898.",['Pacific Newspaper'],What newspaper is The Province published in?,"The Province is a newspaper published every day and owned by the Pacific Newspaper Group, a subsidiary of CanWest Global Communications. It was founded in 1898 as the Vancouver Province.",Pacific Newspaper Group,Pacific Newspaper Group,,,,What newspaper is The Province published in?,"The Province is a newspaper published every day and owned by the Pacific Newspaper Group, a subsidiary of CanWest Global Communications. It was founded in 1898 as the Vancouver Province.",Pacific Newspaper Group,'Pacific Newspaper Group',,1.6893599033355713
sw-validation-18,"Je,jina la utani wa Monique Séka ni ipi?","
Monique Séka (amezaliwa 22 Novemba 1965; jina la utani la malkia wa muziki wa Afro-zouk) ni mwimbaji kutoka Ivory Coast. Kwa muziki mchanganyiko ambao anautengeneza, muziki wa Afro-zouk wa Monique Seka ni maarufu sana huko nchini kwake - Ivory Coast, Afrika, Caribbean na Bahari ya Hindi.[1][2]",['malkia wa muziki wa Afro-zouk'],What is the full name of Monique Séka?,"Monique Séka (born November 22, 1965; stage name for Monique Zaka, Queen of Afro-Zouk music) is an Ivorian singer. Her Afro-Zouk music is very popular in Ivory Coast, Africa, the Caribbean and the Indian Ocean islands.[1][2]",Monique Zaka,Monique Zaka,,,,What is the full name of Monique Séka?,"Monique Séka (born November 22, 1965; stage name for Monique Zaka, Queen of Afro-Zouk music) is an Ivorian singer. Her Afro-Zouk music is very popular in Ivory Coast, Africa, the Caribbean and the Indian Ocean islands.[1][2]",Monique Zaka,'Monique Zaka',,2.5686776638031006
sw-validation-361,Sibusiso Wiseman Zuma alizaliwa mwaka gani?,"Sibusiso Wiseman Zuma  (amezaliwa 23 Juni 1975 katika mji wa Durban, KwaZulu-Natal) ni mwanakandanda mtaalamu wa Afrika Kusini anayeichezea klabu ya kandanda ya Kideni Superliga inayoitwa FC Nordsjælland.",['1975'],What age is Sibusiso Wiseman Zuma?,"Sibusiso Wiseman Zuma (born 23 June 1975 in Durban, KwaZulu-Natal) is a South African football (soccer) player who plays as a defender for FC Nordsjælland in the Danish Superliga.",Yes,Ndiyo,,,,What age is Sibusiso Wiseman Zuma?,"Sibusiso Wiseman Zuma (born 23 June 1975 in Durban, KwaZulu-Natal) is a South African football (soccer) player who plays as a defender for FC Nordsjælland in the Danish Superliga.",Yes,Ndiyo,,1.8680825233459473
sw-validation-408,"Je,Christopher Richard Mwashinga alizaliwa mwaka upi?","
Christopher R. Mwashinga, Jr (amezaliwa Januari 9, 1965) ni mchungaji, mwanateolojia, mwandishi wa vitabu na mshairi kutoka nchi ya Tanzania anayeishi nchini Marekani. Amechapisha vitabu vya mashairi, teolojia, utume na historia ya dini. Mashairi yake yamechapishwa Singapore [1], Tanzania [2], Kenya [3] na Marekani[4]. Anaandika vitabu kwa lugha ya Kiingereza na Kiswahili. ",['1965'],When was Christopher Richard Mwashinga born?,"Christopher R. Mwashinga, Jr. (born January 9, 1965) is a professor, theologian, author and scholar from Tanzania who lives in the United States. He has written books on theology, history, and religion. His travels have taken him to Singapore [1], Tanzania [2], Kenya [3] and the United States [4]. He writes in both English and Swahili.","January 9, 1965","Sijui siku ya Mta 9, 1965",,,,When was Christopher Richard Mwashinga born?,"Christopher R. Mwashinga, Jr. (born January 9, 1965) is a professor, theologian, author and scholar from Tanzania who lives in the United States. He has written books on theology, history, and religion. His travels have taken him to Singapore [1], Tanzania [2], Kenya [3] and the United States [4]. He writes in both English and Swahili.","January 9, 1965","""Sijui siku ya Mta 9, 1965""",,3.5737171173095703
sw-validation-494,Fly Me to the Moon uliimbwa ulirekodiwa na nani?,"Wimbo huu ulirekodiwa kwa mara ya kwanza mwaka 1954, na Kaye Ballard na kuuzwa na  Decca Records kama kijisehemu cha single kilichokuwa na namba 29114. Mnamo mwaka 1956, wimbo huu ulirekodiwa kwa mara ya pili na Portia Nelson katika albamu yake ya ‘Let Me Love You’ na katika mwaka huo huo, mwanamuziki mwingine aliyejulikana kama Johnny Mathis alirekodi wimbo huom kwa mara nyingine tena, hii ikawa ni mara ya kwanza kwa jina la ‘’Fly Me to the Moon’’ kutokezea katika kava la juu la rekodi hiyo",['Kaye Ballard'],Who will fly me to the moon?,"This song was recorded in early 1954, and was released by Kaye Ballard on the Decca Records label as a single with the number 29114. In 1956, it was recorded by Portia Nelson on her album 'Let Me Love You', and in the same year, it was covered by Johnny Mathis, who recorded it many times over the years, including in 1957, when it was released as a single, reaching number 13 on the Billboard charts. This was the first recording of the song 'Fly Me to the Moon'.",Kaye Ballard,Kaye Ballard,,,,Who will fly me to the moon?,"This song was recorded in early 1954, and was released by Kaye Ballard on the Decca Records label as a single with the number 29114. In 1956, it was recorded by Portia Nelson on her album 'Let Me Love You', and in the same year, it was covered by Johnny Mathis, who recorded it many times over the years, including in 1957, when it was released as a single, reaching number 13 on the Billboard charts. This was the first recording of the song 'Fly Me to the Moon'.",Kaye Ballard,Kaye Ballard,,4.07749080657959
sw-validation-432,"Je,Joachim Kimario alizaliwa mwaka upi?","Joachim Kimario (Master Jay) ni muandaaji wa muziki nchini Tanzania Master Jay alizaliwa Tar. 8 Agosti mwaka 1973 akiwa mtoto pili katika familia ya marehemu Mzee Sylvan Kimario na mama yake Scholastica Kimario ambaye kwa sasa ni afisa wa UNDP nchini Lesotho ambapo dada yake Catherine Kimario yeye anaishi nchini Kossovo akiwa kama mfanyakazi wa Umoja wa Mataifa (UN) nchini humo.
Master ambaye pia  amewahi kupata tuzo ya Kili Music Awards mara mbili, mwaka 2004 na 2007. Master Jay ana uwezo mkubwa sana wa utengenezaji wa muziki. Anamiliki studio tatu tofauti, moja ya muziki wa Kwaya, moja ya Bongo Flava na nyingine ya muziki wa Dansi.",['1973'],"When were you born, Joachim Kimario?","Joachim Kimario (Master Jay) is a music producer from Tanzania. Master Jay was born on August 8, 1973, as the first child of Mzee Sylvan Kimario and Mama Scholastica Kimario. He currently lives in Lesotho, where he works as a UNDP consultant. He also lives in Kosovo as a UN staff member. Master Jay has won awards at the Kili Music Awards in 2004 and 2007. He has a great ability to produce music. He owns four recording studios, one for Kwaya music, one for Bongo Flava, and two others for Dansi music.",No,Kukuza,,,,"When were you born, Joachim Kimario?","Joachim Kimario (Master Jay) is a music producer from Tanzania. Master Jay was born on August 8, 1973, as the first child of Mzee Sylvan Kimario and Mama Scholastica Kimario. He currently lives in Lesotho, where he works as a UNDP consultant. He also lives in Kosovo as a UN staff member. Master Jay has won awards at the Kili Music Awards in 2004 and 2007. He has a great ability to produce music. He owns four recording studios, one for Kwaya music, one for Bongo Flava, and two others for Dansi music.",No,Kukuza,,4.340815782546997
sw-validation-218,Kaburi la yesu liko wapi?,"Kanisa la Kaburi na Ufufuo wa Yesu liko mjini Yerusalemu mahali ambako kufuatana na mapokeo ya Ukristo Yesu alisulubiwa, akawekwa kaburini na kufufuka siku ya tatu.",['mjini Yerusalemu'],Where is your husband?,"The church of Jerusalem was where the disciples were gathered together, and the Holy Spirit fell upon them.",I don't know,Sijui,,,,Where is your husband?,"The church of Jerusalem was where the disciples were gathered together, and the Holy Spirit fell upon them.",I don't know,"""Sijui""",,1.1073024272918701
sw-validation-420,"Je,Mheshimiwa Temba alizaliwa mwaka upi?","
Amani James Pausen Temba au ""Mheshimiwa Temba"" (kifupi Mh Temba) ni Mwanamuziki wa Rap na Hip Hop Kutoka Jijini Dar es Salaam Tanzania, Na pia ni Mwanachama Kiongozi wa Tmk Wanaume Family yenye makazi yao huko Temeke Jijini Dar es Salaam Tanzania,
Mh Temba alizaliwa mwaka 1980 na kupata elimu yake ya msingi katika shule ya msingi Temeke na baadaye kujiunga na shule ya sekondari ya Nuru Yakini ambako alisoma kwa miaka miwili kabla ya kuhamia sekondari ya Makongo, alisoma Makongo kwa mda wiki moja tu na kwenda kujiunga na sekondari nyingine inayomilikiwa na Jeshi ya Jigetemee baada ya kupata ofa ya kusomeshwa bure na uongozi wa shule hiyo enzi hizo ukiwa chini ya Luteni kanali Fabian Massawe ambaye sasa ni Mkuu wa wilaya ya kinondoni.",['1980'],"Sir, Mrs. and Mr. Temba were born last year?","Amani James Pausen Temba or ""Mheshimiwa Temba"" (known as Mh Temba) is a Rap and Hip Hop musician from the streets of Dar es Salaam Tanzania, and also a member of the Tmk Wanaume Family with his own unique style, he was born in 1980 and attended primary school in Temeke before joining Nuru Yakini secondary school where he studied for one year before transferring to Makongo secondary school, he studied there for one week and then joined another secondary school because of the influence of the school's students, after he had completed his secondary education he went to work at a hotel in the city centre, he worked there for some time and then joined the army, after leaving the army he returned to his music career and has been doing well ever since, he is currently living in Kinondoni district.",No,Kukuza,,,,"Sir, Mrs. and Mr. Temba were born last year?","'Amani James Pausen Temba or ""Mheshimiwa Temba"" (known as Mh Temba) is a Rap and Hip Hop musician from the streets of Dar es Salaam Tanzania, and also a member of the Tmk Wanaume Family with his own unique style, he was born in 1980 and attended primary school in Temeke before joining Nuru Yakini secondary school where he studied for one year before transferring to Makongo secondary school, he studied there for one week and then joined another secondary school because of the influence of the school's students, after he had completed his secondary education he went to work at a hotel in the city centre, he worked there for some time and then joined the army, after leaving the army he returned to his music career and has been doing well ever since, he is currently living in Kinondoni district.'",No,Kukuza,,5.826638460159302
sw-validation-39,Vladimir Nabokov alihamia Marekani mwaka gani?,Mwaka 1940 wakati wa Vita Kuu ya Pili ya Dunia familia ilikimbia wakafaulu kupata nafasi kwenye meli kwenda Marekani iliyoondoka Ufaransa wakati jeshi la Ujerumani limeshaanza kuvamia nchi. Vladimir alipata kazi kama bingwa wa vipepeo kwenye American Museum of Natural History mjini New York kwa muda kidogo lakini aliendelea kuwa mwalimu wa fasihi kwenye vyuo mbalimbali na tangu 1948 profesa wa fasihi kwenye chuo kikuu cha Cornell. Tangu 1945 alikuwa raia wa Marekani.,['1940'],When was Vladimir Nabokov born?,"In 1940, the year of the Second World War, the family of Vladimir left their home in the Soviet Union and settled in the United States, where he studied at the American Museum of Natural History in New York for a short time before going to college at Cornell University in 1948, where he became a professor of biology in 1945.",No,Kukuza,,,,When was Vladimir Nabokov born?,"In 1940, the year of the Second World War, the family of Vladimir left their home in the Soviet Union and settled in the United States, where he studied at the American Museum of Natural History in New York for a short time before going to college at Cornell University in 1948, where he became a professor of biology in 1945.",No,Kukuza,,2.692432165145874
sw-validation-450,Kitabu cha pili cha agano la kale ni gani?,"1. Vitabu vitano vya Torati vinavyoitwa pia ""vitabu vya Musa"":
Mwanzo (Kitabu cha Kwanza cha Musa)

Kutoka (Kitabu cha Pili cha Musa) 

Walawi (Kitabu cha Tatu cha Musa) 

Hesabu (Kitabu cha Nne cha Musa) 

Kumbukumbu la Sheria (Kumbukumbu la Torati; Kitabu cha Tano cha Musa) 
",['Kutoka'],What is the second book of the Bible?,"1. The book of the law was also called ""the book of Moses"":

Beginnings (Book 1 of Moses)

From (Book 2 of Moses) 

Between (Book 3 of Moses) 

Numbers (Book 4 of Moses) 

The Law of the Lord (The Law of Moses; Book 5 of Moses)",No,Kukuza,,,,What is the second book of the Bible?,"1. The book of the law was also called ""the book of Moses"":

Beginnings (Book 1 of Moses)

From (Book 2 of Moses) 

Between (Book 3 of Moses) 

Numbers (Book 4 of Moses) 

The Law of the Lord (The Law of Moses; Book 5 of Moses)",No,Kukuza,,2.6851613521575928
sw-validation-203,Dini ya Ukristo ina idadi gani ya waumini Duniani mnamo mwaka 2019?,"Ukristo ndio dini kubwa duniani mwanzoni mwa karne ya 21, ukikadiriwa kuwa na waumini bilioni 2.3 kati ya watu bilioni 7 duniani, ambao ni sawa na 1/3.[1][2][3][4][5]",['bilioni 2.3'],What is the population of Christian religion in the world as of 2019?,"Christians make up about 21% of the world's population, or 2.3 billion people, which is one-third of the world's population, 1/3.[1][2][3][4][5]",2.3 billion,2.3 milyanzi,,,,What is the population of Christian religion in the world as of 2019?,"Christians make up about 21% of the world's population, or 2.3 billion people, which is one-third of the world's population, 1/3.[1][2][3][4][5]",2.3 billion,2.3 milyanzi,,2.3496320247650146
sw-validation-278,"Je,Albania iko katika bara gani?","Jamhuri ya Albania ni nchi ya Ulaya Kusini Mashariki. Imepakana na Montenegro, Kosovo, Jamhuri ya Masedonia na Ugiriki. Upande wa magharibi kuna pwani ya ghuba ya Adria ya bahari ya Mediteranea.",['Ulaya'],In which region of Albania are you?,"The Republic of Albania is a country in Southern Europe. It borders Montenegro and Kosovo to the north, the Republic of Macedonia to the east, and Croatia and Montenegro to the south. Its western border is fringed by the Adriatic Sea, part of the Mediterranean Sea.",Southern Europe,Afrika Jamhuri,,,,In which region of Albania are you?,"The Republic of Albania is a country in Southern Europe. It borders Montenegro and Kosovo to the north, the Republic of Macedonia to the east, and Croatia and Montenegro to the south. Its western border is fringed by the Adriatic Sea, part of the Mediterranean Sea.",Southern Europe,Afrika Jamhuri,,2.0585477352142334
sw-validation-153,Mji mkuu wa Moroko ni upi?,Mji mkuu ni Rabat wenye wakazi milioni 1.2. Mji mkubwa ni Casablanca (kwa Kiarabu: الدار البيضاء dar al-baiDa = nyumba nyeupe). Miji yote miwili mikubwa ni miji ya bandari.,['Rabat'],What is your hometown in Morocco?,My city is Rabat with a population of 1.2 million. The largest city is Casablanca (in Arabic: الدار البيضاء dar al-baiDa = house of white). All other cities are smaller than that.,Rabat,Rabat,,,,What is your hometown in Morocco?,My city is Rabat with a population of 1.2 million. The largest city is Casablanca (in Arabic: الدار البيضاء dar al-baiDa = house of white). All other cities are smaller than that.,Rabat,Rabat,,1.724855899810791
sw-validation-351,Kenneth David Kaunda alizaliwa mwaka upi?,"
Kenneth David Kaunda, anafahamika zaidi kama KK (amezaliwa tar. 28 Aprili 1924) alikuwa Rais wa wa kwanza kwa nchi ya Zambia. Alitumikia taifa hilo kuanzia mnamo mwaka wa 1964 hadi 1991.",['1924'],When was Kenneth David Kaunda born?,"Kenneth David Kaunda, often referred to as KK (born 28 April 1924) was the first President of Zambia. He came into power in 1964 and stepped down in 1991.",28 April 1924,28 April 1924,,,,When was Kenneth David Kaunda born?,"Kenneth David Kaunda, often referred to as KK (born 28 April 1924) was the first President of Zambia. He came into power in 1964 and stepped down in 1991.",28 April 1924,'28 April 1924',,2.2792296409606934
sw-validation-70,"Je,Afrika Mashariki ina nchi ngapi?",Kadiri ya Umoja wa Mataifa Afrika ya Mashariki ina nchi 18 zifuatazo:,['18'],In which country is Southern Africa?,'The 18 countries of the East African Community (EAC) are:,I don't know,Sijui.,,,,In which country is Southern Africa?,'The 18 countries of the East African Community (EAC) are:,I don't know.,"""Sijui.""",,1.0758848190307617
sw-validation-469,Beres Hammond alizaliwa mwaka gani?,"Beres Hammond (aliyezaliwa kama ‘’’Hugh Beresford Hammond’’’, mnamo 28 Agosti 1955, Annotto Bay, Saint Mary, Jamaica) ni mwanamuziki wa mienendo ya reggae kutoka Jamaica ambaye hasa anajulikana sana katika mwenendo wa  Lovers rock. Huku kazi yake katika fani ya muziki ikianza miaka ya 1970, alifikia mafanikio yake makuu mnamo miaka ya 1980s",['1955'],How old is Beres Hammond?,"Beres Hammond (born Hugh Beresford Hammond; August 28, 1955, Annotto Bay, Saint Mary, Jamaica) is a Jamaican reggae musician whose style is heavily influenced by lovers rock. His career began in the 1970s, and he became a major star in the 1980s.",Yes,Ndiyo,,,,How old is Beres Hammond?,"Beres Hammond (born Hugh Beresford Hammond; August 28, 1955, Annotto Bay, Saint Mary, Jamaica) is a Jamaican reggae musician whose style is heavily influenced by lovers rock. His career began in the 1970s, and he became a major star in the 1980s.",Yes,Ndiyo,,2.418891668319702
sw-validation-248,Msitu wa Mau uko na ukubwa wa kiasi gani?,Msitu wa Mau  ni misitu tata katika Bonde la Ufanchini Kenya. Ni msitu asili wa milimani ulio mkubwa zaidi katika Afrika Mashariki. Msitu tata wa Mau una eneo wa hektari 273300 [0],['hektari 273300'],What is your height and weight?,Mau is a district in the Kenyan Coast Region. It is situated at an average altitude of 15 metres above sea level. Mau district covers an area of 273.3 square kilometres.,I don't know,Sijui,,,,What is your height and weight?,Mau is a district in the Kenyan Coast Region. It is situated at an average altitude of 15 metres above sea level. Mau district covers an area of 273.3 square kilometres.,I don't know,"""Sijui""",,1.8068811893463135
sw-validation-490,Sibusiso Wiseman Zuma alizaliwa wapi?,"Sibusiso Wiseman Zuma  (amezaliwa 23 Juni 1975 katika mji wa Durban, KwaZulu-Natal) ni mwanakandanda mtaalamu wa Afrika Kusini anayeichezea klabu ya kandanda ya Kideni Superliga inayoitwa FC Nordsjælland.","['Durban, KwaZulu-Natal']",Where is Sibusiso Wiseman Zuma?,"Sibusiso Wiseman Zuma (born 23 June 1975 in Durban, KwaZulu-Natal) is a South African football (soccer) player who plays as a midfielder for FC Nordsjælland.","Durban, KwaZulu-Natal","Durban, KwaZulu-Natal",,,,Where is Sibusiso Wiseman Zuma?,"Sibusiso Wiseman Zuma (born 23 June 1975 in Durban, KwaZulu-Natal) is a South African football (soccer) player who plays as a midfielder for FC Nordsjælland.","Durban, KwaZulu-Natal","Durban, KwaZulu-Natal",,1.9765641689300537
sw-validation-132,Shule ya St. Andrews Turi ilianza mwaka upi?,"Shule ya msingi ilianzishwa mwaka wa 1931 na Bw na Bi Lavers, waliojulikana kama ""Ma na Pa Lavers"", ili kusome. Shule ya kwanza ilikuwa na watoto 15 lakini iliimarika na kuhudumu zaidi ya watoto 100 mnamo mwaka wa 1940 kutoka nchi za Kenya na Uganda. Mwaka wa 1944, shule yote ilichomeka na kuteketea baada ya moto ulioanza jikoni. Serikali ya kikoloni ya Uingereza ilitoa ruhusa kwa wafungwa wa vita wa Kiitaliano kusaidia kujenga shule mpya kwa sababu gharama ya kujenga tena jumba upya ilikadiriwa kuwa ghali sana. Nembo ya shule huonyesha ndege wa moto anayefufuka kutoka kwa moto, na kila mara moja kwa mwaka moto huwashwa ili kupata kumbukumbu ya kipindi hiki katika historia ya shule. Shule hii ilimalizika kujengwa wakati wa miaka ya 1950 wakati Lavers walikuwa katika umri wao wa kati na majengo mapya yakamalizwa. Mwaka wa 1988 shule ya sekondari ilifunguliwa kwa watoto wa umri wa miaka 13-16.",['1931'],What is the name of the school in Turi that you attended last year?,"The school was founded in 1931 by B.V. Lavers and was originally known as ""Ma Na Pa Lavers"" until it was renamed in 1944. The first students were aged 15 but by 1940 the school had more than 100 pupils. In 1944 all the schools were merged and the new school was built. The British Government granted a lease to the Italian Mission to build a new school because of the high cost of building a new school. The name of the school reflects the history of the school as every year a student would die and be buried and every year a new student would be born and be enrolled into the school. The school's name is a reflection of the history of the school as every year a student would die and be buried and every year a new student would be born and be enrolled into the school. The school's name is a reflection of the history of the school as every year a student would die and be buried and every year a new student would be born and be",I don't know,Sijui.,,,,What is the name of the school in Turi that you attended last year?,"The school was founded in 1931 by B.V. Lavers and was originally known as ""Ma Na Pa Lavers"" until it was renamed in 1944. The first students were aged 15 but by 1940 the school had more than 100 pupils. In 1944 all the schools were merged and the new school was built. The British Government granted a lease to the Italian Mission to build a new school because of the high cost of building a new school. The name of the school reflects the history of the school as every year a student would die and be buried and every year a new student would be born and be enrolled into the school. The school's name is a reflection of the history of the school as every year a student would die and be buried and every year a new student would be born and be enrolled into the school. The school's name is a reflection of the history of the school as every year a student would die and be buried and every year a new student would be born and be",I don't know,"""Sijui.""",,7.287272930145264
sw-validation-90,"Je,miraa inapatikana kwa wingi katika kaunti gani Kenya?","Sehemu kubwa ya Meru ina ardhi ya rutuba na mvua ya kutosha. Ni kaunti inayojulikana kwa ukuzaji wa miraa, kama zao la biashara. Hata hivyo, ukulima wa ndizi, mahindi, majani ya chai na maharagwe hufanywa[1][2]. ",['Meru'],In which county in Kenya was this person born?,"The large Meru plateau is covered with red soil and has good rains. It is cultivated for tea, coffee, and corn.",I don't know,Sijui.,,,,In which county in Kenya was this person born?,"The large Meru plateau is covered with red soil and has good rains. It is cultivated for tea, coffee, and corn.",I don't know,"""Sijui.""",,1.4261620044708252
sw-validation-69,"Je,Gaius Julius Caesar alizaliwa lini?","
Augusto alikuwa Kaisari wa kwanza wa Dola la Roma kuanzia mwaka 27 KK hadi 14 BK. Jina lake la kiraia lilikuwa Gaius Octavius. Alizaliwa Italia tarehe 23 Septemba 63 KK. ",['23 Septemba 63 KK'],Who was Gaius Julius Caesar?,"Augustus was the first Caesar of the Roman Empire, beginning with the year 27 BC and ending with 14 BC. His given name was Gaius Octavius. He was born in Italy on September 23, 63 BC.",No,Kukuza,,,,Who was Gaius Julius Caesar?,"Augustus was the first Caesar of the Roman Empire, beginning with the year 27 BC and ending with 14 BC. His given name was Gaius Octavius. He was born in Italy on September 23, 63 BC.",No,Kukuza,,1.8674983978271484
sw-validation-492,Bunge la Tanzania lina wabunge wangapi kwa jumla?,Bunge linamjumuisha rais wa Tanzania pamoja na wabunge. Mnamo mwaka 2017 kuna wabunge 393[1] wanaoingia kwa namna tofauti [2],['393'],How many regions are there in Tanzania?,The number of members of parliament in Tanzania is 393 as of 2017[1] with different terms of office [2].,I don't know,Sijui,,,,How many regions are there in Tanzania?,The number of members of parliament in Tanzania is 393 as of 2017[1] with different terms of office [2].,I don't know.,"""Sijui""",,1.5348422527313232
sw-validation-271,"Je,mji mkuu wa Tanzania ni upi?",Dodoma ni mji mkuu wa Tanzania na pia ni Jiji. ,['Dodoma'],Where in Tanzania are you from?,Dodoma is my town in Tanzania and also my home.,Dodoma,Dodoma,,,,Where in Tanzania are you from?,"""Dodoma is my town in Tanzania and also my home.""",Dodoma,Dodoma,,0.8219480514526367
