text,ground_truth_entities,predicted_entities,intermediate_en_text,intermediate_en_entities,raw_model_response,error,runtime_seconds
Maelfu ya waombolezaji walikusanyika Jumamosi katika maandamano ya maziko yaliokatiza mjini Baghdad ya jenerali wa ngazi ya juu wa Iran na kiongozi wa wanamgambo wa Iraqi waliouawa katika shambulizi la anga ambalo limepelekea mgogoro wa eneo hilo kuongezeka .,"[{'entity': 'Jumamosi', 'type': 'DATE'}, {'entity': 'Baghdad', 'type': 'LOC'}, {'entity': 'Iran', 'type': 'LOC'}, {'entity': 'Iraqi', 'type': 'LOC'}]","[{'entity': 'Maelfu ya waombolezaji', 'type': 'LOC'}, {'entity': ' Jumamosi', 'type': 'DATE'}, {'entity': 'maandamano ya maziko yaliokatiza', 'type': 'LOC'}, {'entity': 'mjini Baghdad', 'type': 'LOC'}, {'entity': 'jenerali wa ngazi ya juu wa Iran', 'type': 'ORG'}, {'entity': 'kiongozi wa wanamgambo wa Iraqi', 'type': 'ORG'}]",This is a Swahili text translated to English: Maelfu ya waombolezaji walikusanyika Jumamosi,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Maelfu ya waombolezaji"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": "" Jumamosi"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""maandamano ya maziko yaliokatiza"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mjini Baghdad"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""jenerali wa ngazi ya juu wa Iran"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""kiongozi wa wanamgambo wa Iraqi"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""waliouawa katika shambul",,7.002921581268311
"Ofisi ya makamu wa rais Mike Pence imeuita uchunguzi wa baraza la wawakilishi linalongozwa na wa Democrat , ni utashi wao wenyewe na hati ya kuitwa kujibu maswali ni pana mno .","[{'entity': 'Mike Pence', 'type': 'PER'}]","[{'entity': 'Mike Pence', 'type': 'PER'}, {'entity': 'Baraza la wawakilishi', 'type': 'ORG'}, {'entity': 'Democrat', 'type': 'ORG'}, {'entity': 'Hati', 'type': 'LOC'}, {'entity': 'Kuitwa kujibu maswali', 'type': 'LOC'}, {'entity': 'Pana mno', 'type': 'LOC'}]",This is a Swahili text translated to English: Ofisi ya makamu wa rais,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Mike Pence"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Baraza la wawakilishi"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Democrat"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Hati"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Kuitwa kujibu maswali"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Pana mno"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.954938173294067
"Kwa Wapelstina wengi kama Hani Al - Halabi mjumbe wa chama cha vijana wa Palestina , kifo cha Floyd kinawakumbusha vita vyao vya uhuru .","[{'entity': 'Hani Al - Halabi', 'type': 'PER'}, {'entity': 'chama cha vijana wa Palestina', 'type': 'ORG'}, {'entity': 'Floyd', 'type': 'PER'}]","[{'entity': 'Kwa Wapelstina', 'type': 'LOC'}, {'entity': 'Hani Al - Halabi', 'type': 'PER'}, {'entity': 'mjumbe wa chama cha vijana wa Palestina', 'type': 'ORG'}, {'entity': 'kifo cha Floyd', 'type': 'PER'}, {'entity': 'kinawakumbusha', 'type': 'DATE'}, {'entity': 'vita vyao vya uhuru', 'type': 'DATE'}]",This is a Swahili text translated to English: Kwa Wapelstina wengi kama Hani,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Kwa Wapelstina"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Hani Al - Halabi"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""mjumbe wa chama cha vijana wa Palestina"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""kifo cha Floyd"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""kinawakumbusha"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""vita vyao vya uhuru"",
      ""entity_type"": ""DATE""
    }
  ]
}
```
---

--- Your Task ---
Text: ""Kama wafanyara wa",,6.935821533203125
"Alikuwa kiongozi wa chama cha waasi cha National Liberation Forces - FNL Aliongoza kundi la wapiganaji la Hutu wwakati wa vita vya wenyewe kwa wenyewe nchini Burundi Alisaini mkataba wa amani na serikali , Septemba 2006 Alichaguliwa kuwa naibu spika wa bunge la Burundi July 2015 Amechaguliwa kuwa mgombea wa urais wa chama cha Congress for national Liberty - CNL Februari 16 2020 Burundi ni mojawapo ya nchi maskini zaidi duniani na mashirika ya msaada yalisitisha msaada wake mwaka 2015 , baada ya kutokea machafuko kufuatia uchaguzi wa mwaka 2015 .","[{'entity': 'National Liberation Forces', 'type': 'ORG'}, {'entity': 'FNL', 'type': 'ORG'}, {'entity': 'Burundi', 'type': 'LOC'}, {'entity': 'Septemba 2006', 'type': 'DATE'}, {'entity': 'bunge la Burundi', 'type': 'ORG'}, {'entity': 'July 2015', 'type': 'DATE'}, {'entity': 'chama cha Congress', 'type': 'ORG'}, {'entity': 'national Liberty', 'type': 'ORG'}, {'entity': 'CNL', 'type': 'ORG'}, {'entity': 'Februari 16 2020', 'type': 'DATE'}, {'entity': 'Burundi', 'type': 'LOC'}, {'entity': '2015', 'type': 'DATE'}, {'entity': '2015', 'type': 'DATE'}]","[{'entity': 'Alikuwa kiongozi wa chama cha waasi cha National Liberation Forces - FNL', 'type': 'ORG'}, {'entity': 'Aliongoza kundi la wapiganaji la Hutu', 'type': 'LOC'}, {'entity': 'wwakati wa vita vya wenyewe kwa wenyewe nchini Burundi', 'type': 'DATE'}, {'entity': 'Alisaini mkataba wa amani na serikali', 'type': 'DATE'}, {'entity': 'Septemba 2006', 'type': 'DATE'}]",This is a Swahili text translated to English: Alikuwa kiongozi wa chama cha,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Alikuwa kiongozi wa chama cha waasi cha National Liberation Forces - FNL"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Aliongoza kundi la wapiganaji la Hutu"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wwakati wa vita vya wenyewe kwa wenyewe nchini Burundi"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""Alisaini mkataba wa amani na serikali"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""Septemba 2006"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""Alichaguliwa kuwa na",,7.242321968078613
"Hata hivyo Sala ya Eid hatimaye ilifanyika nje , mpiga picha wa shirika la habari la AFP alisema .","[{'entity': 'AFP', 'type': 'ORG'}]","[{'entity': 'Eid', 'type': 'LOC'}, {'entity': 'mpiga picha wa shirika la habari la AFP', 'type': 'ORG'}]",This is a Swahili text translated to English: Hata hivyo Sala ya Eid,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Eid"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mpiga picha wa shirika la habari la AFP"",
      ""entity_type"": ""ORG""
    }
  ]
}
```",,6.894010782241821
""""""""" Amekuwa akipeleka mhimili wa juu kabisa wa serikali maneno mengi ya uongo na kudhalilisha Bunge na ushahidi upo .",[],"[{'entity': 'Amekuwa', 'type': 'PER'}, {'entity': 'akipeleka', 'type': 'PER'}, {'entity': 'mhimili', 'type': 'LOC'}, {'entity': 'wa', 'type': 'LOC'}, {'entity': 'juu', 'type': 'LOC'}, {'entity': 'kabisa', 'type': 'LOC'}, {'entity': 'wa', 'type': 'LOC'}, {'entity': 'serikali', 'type': 'ORG'}]","This is a Swahili text translated to English: """""""" Amekuwa akipeleka mhimili wa",[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Amekuwa"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""akipeleka"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""mhimili"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""juu"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kabisa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""serikali"",
      ""entity_type"": ""ORG""
    },
    {
      """,,6.924036264419556
"Imetayarishwa na Kennes Bwire , Sauti ya Amerika , Washington DC","[{'entity': 'Kennes Bwire', 'type': 'PER'}, {'entity': 'Sauti ya Amerika', 'type': 'ORG'}, {'entity': 'Washington DC', 'type': 'LOC'}]","[{'entity': 'Imetayarishwa na Kennes Bwire', 'type': 'PER'}, {'entity': 'Sauti ya Amerika', 'type': 'LOC'}, {'entity': 'Washington DC', 'type': 'LOC'}]","This is a Swahili text translated to English: Imetayarishwa na Kennes Bwire ,",[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Imetayarishwa na Kennes Bwire"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Sauti ya Amerika"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Washington DC"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.8625099658966064
Shambulio hilo la Jumamosi asubuhi limetokea wakati UN inajaribu kutafuta suluhisho la kusitisha mapambano yaliyoanza mwezi Aprili katika mji mkuu wa Tripoli .,"[{'entity': 'Jumamosi asubuhi', 'type': 'DATE'}, {'entity': 'UN', 'type': 'ORG'}, {'entity': 'Aprili', 'type': 'DATE'}, {'entity': 'Tripoli', 'type': 'LOC'}]","[{'entity': 'Shambulio', 'type': 'PER'}, {'entity': 'UN', 'type': 'ORG'}, {'entity': 'Tripoli', 'type': 'LOC'}, {'entity': 'Aprili', 'type': 'DATE'}, {'entity': 'mji mkuu', 'type': 'LOC'}, {'entity': 'mapambano yaliyoanza', 'type': 'LOC'}, {'entity': 'mwezi', 'type': 'DATE'}]",This is a Swahili text translated to English: Shambulio hilo la Jumamosi asubuhi,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Shambulio"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""UN"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Tripoli"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Aprili"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""mji mkuu"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mapambano yaliyoanza"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mwezi"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""kusitisha"",
      ""entity_type"": ""LOC",,6.957148313522339
"Alizaliwa January 10 1964 katika mkoa wa Ngozi , Burundi .","[{'entity': 'January 10 1964', 'type': 'DATE'}, {'entity': 'Ngozi', 'type': 'LOC'}, {'entity': 'Burundi', 'type': 'LOC'}]","[{'entity': 'Alizaliwa', 'type': 'PER'}, {'entity': 'January 10 1964', 'type': 'DATE'}, {'entity': 'mkoa wa Ngozi', 'type': 'LOC'}, {'entity': 'Burundi', 'type': 'LOC'}]",This is a Swahili text translated to English: Alizaliwa January 10 1964 katika,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Alizaliwa"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""January 10 1964"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""mkoa wa Ngozi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Burundi"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,4.885462045669556
Rais wa Kenya Uhuru Kenyatta alisema Jumatano kwamba watu waliorekodiwa kwa video wakihepa kutoka karantini jijini Nairobi watakamatwa na kurejeshwa kwa karantini ili wamalize mda wao waliotakiwa kujitenga .,"[{'entity': 'Kenya', 'type': 'LOC'}, {'entity': 'Uhuru Kenyatta', 'type': 'PER'}, {'entity': 'Jumatano', 'type': 'DATE'}, {'entity': 'Nairobi', 'type': 'LOC'}]","[{'entity': 'Uhuru Kenyatta', 'type': 'PER'}, {'entity': 'Nairobi', 'type': 'LOC'}, {'entity': 'Jumatano', 'type': 'DATE'}, {'entity': 'Karantini', 'type': 'LOC'}, {'entity': 'Jijini', 'type': 'LOC'}, {'entity': 'Kurejeshwa', 'type': 'LOC'}, {'entity': 'Mda wao', 'type': 'ORG'}]",This is a Swahili text translated to English: Rais wa Kenya Uhuru Kenyatta,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Uhuru Kenyatta"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Nairobi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Jumatano"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""Karantini"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Jijini"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Kurejeshwa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Mda wao"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Waliotakiwa"",
      ""entity_type"":",,6.973303079605103
"Zimbabwe Nchini Zimbabwe wafanyabiashara katika maduka ya reja reja , wamekubaliana kupunguza kabisa bei ya bidhaa muhimu ili kuwasaidia watu , nchi hiyo inapopitia wakati mgumu zaidi wa kiuchumi kutokana na maambukizi ya virusi vya Corona .","[{'entity': 'Zimbabwe', 'type': 'LOC'}, {'entity': 'Zimbabwe', 'type': 'LOC'}]","[{'entity': 'Zimbabwe', 'type': 'LOC'}, {'entity': 'nchini', 'type': 'LOC'}, {'entity': 'Zimbabwe', 'type': 'ORG'}, {'entity': 'wamekubaliana', 'type': 'ORG'}, {'entity': 'kupunguza', 'type': 'ORG'}, {'entity': 'kabisa', 'type': 'ORG'}, {'entity': 'bei', 'type': 'ORG'}, {'entity': 'ya', 'type': 'ORG'}]",This is a Swahili text translated to English: Zimbabwe Nchini Zimbabwe wafanyabiashara katika,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Zimbabwe"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""nchini"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Zimbabwe"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""wamekubaliana"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""kupunguza"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""kabisa"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""bei"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""ya"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity",,7.002867221832275
"Nyota huyo mara 18 wa mchezo wa basketiboli , anatambuliwa sana kama mmoja wa wachezaji wazuri sana wa mchezo huo duniani .",[],"[{'entity': '18', 'type': 'DATE'}, {'entity': 'mchezo wa basketiboli', 'type': 'ORG'}, {'entity': 'wachezaji wazuri sana', 'type': 'ORG'}, {'entity': 'mchezo huo duniani', 'type': 'LOC'}]",This is a Swahili text translated to English: Nyota huyo mara 18 wa,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""18"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""mchezo wa basketiboli"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""wachezaji wazuri sana"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""mchezo huo duniani"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.917351007461548
Walikuwa wamekwama ndani ya jengo hilo lililoanguka kwa masaa 28 .,[],"[{'entity': 'Walikuwa', 'type': 'PER'}, {'entity': 'wamekwama', 'type': 'PER'}, {'entity': 'ndani', 'type': 'LOC'}, {'entity': 'ya', 'type': 'LOC'}, {'entity': 'jengo', 'type': 'LOC'}, {'entity': 'hilo', 'type': 'LOC'}, {'entity': 'lililoanguka', 'type': 'LOC'}, {'entity': 'kwa', 'type': 'LOC'}]",This is a Swahili text translated to English: Walikuwa wamekwama ndani ya jengo,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Walikuwa"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""wamekwama"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""ndani"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""ya"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""jengo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""hilo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""lililoanguka"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kwa"",
      ""entity_type"": ""LOC""
    },
    {
     ",,6.890826463699341
"“ Ukweli ni kuwa nimekuwa kwa muda mrefu nikimwambia H – hivyo ndivyo ninavyomwita — haitoshi kuwa utanusurika katika jambo , hiyo siyo maana ya maisha .",[],"[{'entity': 'Ukweli', 'type': 'LOC'}, {'entity': 'Hivyo', 'type': 'LOC'}, {'entity': 'ninavyomwita', 'type': 'LOC'}, {'entity': 'maisha', 'type': 'LOC'}, {'entity': 'maisha', 'type': 'LOC'}, {'entity': 'maisha', 'type': 'LOC'}, {'entity': 'maisha', 'type': 'LOC'}, {'entity': 'maisha', 'type': 'LOC'}]",This is a Swahili text translated to English: “ Ukweli ni kuwa nimekuwa,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Ukweli"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Hivyo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""ninavyomwita"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""maisha"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""maisha"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""maisha"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""maisha"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""maisha"",
      ""entity_type"": ""LOC""
    },
    {",,6.955514669418335
""""""""" Tutaendelea na vuguvugu letu , na uasi wetu , katika mapinduzi yetu ya kuwaondoa wezi wa mali waliolitumbukiza taifa hili katika janga la kiuchumi .",[],"[{'entity': 'Tutaendelea', 'type': 'LOC'}, {'entity': 'vuguvugu', 'type': 'LOC'}, {'entity': 'na', 'type': 'LOC'}, {'entity': 'uasi', 'type': 'LOC'}, {'entity': 'wetu', 'type': 'LOC'}, {'entity': 'katika', 'type': 'LOC'}, {'entity': 'mapinduzi', 'type': 'LOC'}, {'entity': 'yetu', 'type': 'LOC'}]","This is a Swahili text translated to English: """""""" Tutaendelea na vuguvugu letu",[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Tutaendelea"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""vuguvugu"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""na"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""uasi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wetu"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""katika"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mapinduzi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""yetu"",
      ""entity_type"": ""LOC""
    },
    {",,6.960207939147949
"“ Vyombo vya habari vinajukumu muhimu katika kuanzisha mijadala ya umma , ” Ubalozi wa Ireland uliandika , na kusema imesikitishwa na uamuzi wa wiki hii kusitisha kwa muda chapisho la The Citizen .","[{'entity': 'Ireland', 'type': 'LOC'}, {'entity': 'The Citizen', 'type': 'ORG'}]","[{'entity': 'Ubalozi wa Ireland', 'type': 'ORG'}, {'entity': 'The Citizen', 'type': 'ORG'}, {'entity': 'mijadala ya umma', 'type': 'LOC'}, {'entity': 'mujadala ya umma', 'type': 'LOC'}, {'entity': 'mujadala ya umma', 'type': 'LOC'}, {'entity': 'mujadala ya umma', 'type': 'LOC'}, {'entity': 'mujadala ya umma', 'type': 'LOC'}]",This is a Swahili text translated to English: “ Vyombo vya habari vinajukumu,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Ubalozi wa Ireland"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""The Citizen"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""mijadala ya umma"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mujadala ya umma"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mujadala ya umma"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mujadala ya umma"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""mujadala ya umma"",
      ""entity_type"": ""LOC""
    },
    {",,6.9672815799713135
"2 katikati ya siku ya mauzo , wakati kile cha Paris CAC - 40 kilikuwa chini wakati wa mauzo kwa asilimia 1 .","[{'entity': 'Paris', 'type': 'LOC'}]","[{'entity': '2', 'type': 'DATE'}, {'entity': 'katikati', 'type': 'LOC'}, {'entity': 'siku ya mauzo', 'type': 'LOC'}, {'entity': 'Paris', 'type': 'LOC'}, {'entity': 'CAC', 'type': 'ORG'}, {'entity': '40', 'type': 'DATE'}, {'entity': 'kilikuwa', 'type': 'LOC'}, {'entity': 'chini', 'type': 'LOC'}]",This is a Swahili text translated to English: 2 katikati ya siku ya,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""2"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""katikati"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""siku ya mauzo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Paris"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""CAC"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""40"",
      ""entity_type"": ""DATE""
    },
    {
      ""entity_text"": ""kilikuwa"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""chini"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity",,6.940016984939575
Serikali ya Japan inasema majaribio ya Jumatatu ya makobora yaliyofanywa na Korea kaskazini ni tishio kwa amani na usalama wa Japan na kanda nzima .,"[{'entity': 'Japan', 'type': 'LOC'}, {'entity': 'Jumatatu', 'type': 'DATE'}, {'entity': 'Korea kaskazini', 'type': 'LOC'}, {'entity': 'Japan', 'type': 'LOC'}]","[{'entity': 'Serikali ya Japan', 'type': 'ORG'}, {'entity': 'Jumatatu', 'type': 'LOC'}, {'entity': 'Korea', 'type': 'LOC'}, {'entity': 'tishio kwa amani na usalama wa Japan', 'type': 'LOC'}, {'entity': 'kanda nzima', 'type': 'LOC'}]",This is a Swahili text translated to English: Serikali ya Japan inasema majaribio,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Serikali ya Japan"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""Jumatatu"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Korea"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""tishio kwa amani na usalama wa Japan"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""kanda nzima"",
      ""entity_type"": ""LOC""
    }
  ]
}
```
---

--- Your Task ---
Text: ""Serikali ya Kenya inasema kama ni siri wa kufanya kazi katika jamhuri hiki.""

JSON Output (ONLY return this JSON, with NO other text):
",,6.932309865951538
"Katika taarifa ya Pamoja , magavana hao wamesema kwamba hatua ya kufunga shule hizo inatokana na hatari kubwa iliyopo ya maambukizi , na kwamba Watoto waliokuwa katika shule hizo watarudishwa kwa wazazi wao .",[],"[{'entity': 'Katika taarifa ya Pamoja', 'type': 'LOC'}, {'entity': 'hatua ya kufunga shule', 'type': 'LOC'}, {'entity': 'hatari kubwa iliyopo ya maambukizi', 'type': 'LOC'}, {'entity': 'Watoto', 'type': 'PER'}, {'entity': 'shule hizo', 'type': 'LOC'}, {'entity': 'watarudishwa kwa wazazi wao', 'type': 'LOC'}]","This is a Swahili text translated to English: Katika taarifa ya Pamoja ,",[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Katika taarifa ya Pamoja"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""hatua ya kufunga shule"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""hatari kubwa iliyopo ya maambukizi"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""Watoto"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""shule hizo"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""watarudishwa kwa wazazi wao"",
      ""entity_type"": ""LOC""
    }
  ]
}
```",,6.985549688339233
Ninadhani Iran wanataka kufikia katika mazungumzo na wanauwezo mkubwa .,"[{'entity': 'Iran', 'type': 'LOC'}]","[{'entity': 'Ninadhani', 'type': 'PER'}, {'entity': 'Iran', 'type': 'LOC'}, {'entity': 'wanataka', 'type': 'ORG'}, {'entity': 'kufikia', 'type': 'ORG'}, {'entity': 'katika', 'type': 'ORG'}, {'entity': 'mazungumzo', 'type': 'ORG'}, {'entity': 'na', 'type': 'ORG'}, {'entity': 'wanauwezo', 'type': 'ORG'}]",This is a Swahili text translated to English: Ninadhani Iran wanataka kufikia katika,[],"```json
{
  ""entities"": [
    {
      ""entity_text"": ""Ninadhani"",
      ""entity_type"": ""PER""
    },
    {
      ""entity_text"": ""Iran"",
      ""entity_type"": ""LOC""
    },
    {
      ""entity_text"": ""wanataka"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""kufikia"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""katika"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""mazungumzo"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""na"",
      ""entity_type"": ""ORG""
    },
    {
      ""entity_text"": ""wanauwezo"",
      ""entity_type"": ""ORG""
    },
    {
     ",,6.900452136993408
