text,ground_truth_entities,predicted_entities,intermediate_en_text,intermediate_en_entities,raw_model_response,error,runtime_seconds
"Nchini Rwanda , mkutano wa jumuiya ya Madola , uliokuwa umepangwa kufanyika mjini Kigali , Rwanda , umeahirishwa kutokana na janga la Corona .","[{'entity': 'Rwanda', 'type': 'LOC'}, {'entity': 'jumuiya ya Madola', 'type': 'ORG'}, {'entity': 'Kigali', 'type': 'LOC'}, {'entity': 'Rwanda', 'type': 'LOC'}]","[{'entity': 'Rwanda', 'type': 'LOC'}, {'entity': 'Madola', 'type': 'PER'}, {'entity': 'Kigali', 'type': 'LOC'}, {'entity': 'Corona', 'type': 'PER'}]","This is a Swahili text translated to English: Nchini Rwanda , mkutano wa",[],"```json
{
  ""entities"": [
    {""entity_text"": ""Rwanda"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Madola"", ""entity_type"": ""PER""},
    {""entity_text"": ""Kigali"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Corona"", ""entity_type"": ""PER""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Rwanda"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Madola"", ""entity_type"": ""PER""},
    {""entity_text"": ""Kigali"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Corona"", ""entity_type"": ""PER""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Rwanda"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Madola"", ""entity_type"": ""PER""},
",,5.6051905155181885
Maelfu ya waombolezaji walikusanyika Jumamosi katika maandamano ya maziko yaliokatiza mjini Baghdad ya jenerali wa ngazi ya juu wa Iran na kiongozi wa wanamgambo wa Iraqi waliouawa katika shambulizi la anga ambalo limepelekea mgogoro wa eneo hilo kuongezeka .,"[{'entity': 'Jumamosi', 'type': 'DATE'}, {'entity': 'Baghdad', 'type': 'LOC'}, {'entity': 'Iran', 'type': 'LOC'}, {'entity': 'Iraqi', 'type': 'LOC'}]","[{'entity': 'Jumamosi', 'type': 'PER'}, {'entity': 'Baghdad', 'type': 'LOC'}, {'entity': 'Iran', 'type': 'LOC'}, {'entity': 'Iraq', 'type': 'LOC'}]",This is a Swahili text translated to English: Maelfu ya waombolezaji walikusanyika Jumamosi,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Jumamosi"", ""entity_type"": ""PER""},
    {""entity_text"": ""Baghdad"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Iran"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Iraq"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Jumamosi"", ""entity_type"": ""PER""},
    {""entity_text"": ""Baghdad"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Iran"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Iraq"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Baghdad"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Iran"", ""entity_type"": ""LOC""},
    {""entity",,5.688210725784302
"Ofisi ya makamu wa rais Mike Pence imeuita uchunguzi wa baraza la wawakilishi linalongozwa na wa Democrat , ni utashi wao wenyewe na hati ya kuitwa kujibu maswali ni pana mno .","[{'entity': 'Mike Pence', 'type': 'PER'}]","[{'entity': 'Mike Pence', 'type': 'PER'}, {'entity': 'Democrat', 'type': 'ORG'}]",This is a Swahili text translated to English: Ofisi ya makamu wa rais,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Mike Pence"", ""entity_type"": ""PER""},
    {""entity_text"": ""Democrat"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Mike Pence"", ""entity_type"": ""PER""},
    {""entity_text"": ""Democrat"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Mike Pence"", ""entity_type"": ""PER""},
    {""entity_text"": ""Democrat"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Mike Pence"", ""entity_type"": ""PER""},
    {""entity_text"": ""Democrat"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Mike Pence"", ""entity",,5.617934942245483
"Kwa Wapelstina wengi kama Hani Al - Halabi mjumbe wa chama cha vijana wa Palestina , kifo cha Floyd kinawakumbusha vita vyao vya uhuru .","[{'entity': 'Hani Al - Halabi', 'type': 'PER'}, {'entity': 'chama cha vijana wa Palestina', 'type': 'ORG'}, {'entity': 'Floyd', 'type': 'PER'}]","[{'entity': 'Hani Al - Halabi', 'type': 'PER'}, {'entity': 'Palestina', 'type': 'LOC'}, {'entity': 'Floyd', 'type': 'PER'}]",This is a Swahili text translated to English: Kwa Wapelstina wengi kama Hani,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Hani Al - Halabi"", ""entity_type"": ""PER""},
    {""entity_text"": ""Palestina"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Floyd"", ""entity_type"": ""PER""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Hani Al - Halabi"", ""entity_type"": ""PER""},
    {""entity_text"": ""Palestina"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Floyd"", ""entity_type"": ""PER""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Hani Al - Halabi"", ""entity_type"": ""PER""},
    {""entity_text"": ""Palestina"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Floyd"", ""entity_type"": ""PER""}
  ]
}
``` ```json",,5.601667881011963
"Alikuwa kiongozi wa chama cha waasi cha National Liberation Forces - FNL Aliongoza kundi la wapiganaji la Hutu wwakati wa vita vya wenyewe kwa wenyewe nchini Burundi Alisaini mkataba wa amani na serikali , Septemba 2006 Alichaguliwa kuwa naibu spika wa bunge la Burundi July 2015 Amechaguliwa kuwa mgombea wa urais wa chama cha Congress for national Liberty - CNL Februari 16 2020 Burundi ni mojawapo ya nchi maskini zaidi duniani na mashirika ya msaada yalisitisha msaada wake mwaka 2015 , baada ya kutokea machafuko kufuatia uchaguzi wa mwaka 2015 .","[{'entity': 'National Liberation Forces', 'type': 'ORG'}, {'entity': 'FNL', 'type': 'ORG'}, {'entity': 'Burundi', 'type': 'LOC'}, {'entity': 'Septemba 2006', 'type': 'DATE'}, {'entity': 'bunge la Burundi', 'type': 'ORG'}, {'entity': 'July 2015', 'type': 'DATE'}, {'entity': 'chama cha Congress', 'type': 'ORG'}, {'entity': 'national Liberty', 'type': 'ORG'}, {'entity': 'CNL', 'type': 'ORG'}, {'entity': 'Februari 16 2020', 'type': 'DATE'}, {'entity': 'Burundi', 'type': 'LOC'}, {'entity': '2015', 'type': 'DATE'}, {'entity': '2015', 'type': 'DATE'}]","[{'entity': 'National Liberation Forces - FNL', 'type': 'ORG'}, {'entity': 'Burundi', 'type': 'LOC'}, {'entity': 'Septemba 2006', 'type': 'DATE'}, {'entity': 'July 2015', 'type': 'DATE'}, {'entity': 'Februari 16 2020', 'type': 'DATE'}]",This is a Swahili text translated to English: Alikuwa kiongozi wa chama cha,[],"```json
{
  ""entities"": [
    {""entity_text"": ""National Liberation Forces - FNL"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Burundi"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Septemba 2006"", ""entity_type"": ""DATE""},
    {""entity_text"": ""July 2015"", ""entity_type"": ""DATE""},
    {""entity_text"": ""Februari 16 2020"", ""entity_type"": ""DATE""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""National Liberation Forces - FNL"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Burundi"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Septemba 2006"", ""entity_type"": ""DATE""},
    {""entity_text"": ""July 2015"", ""entity_type"":",,5.905886173248291
"Hata hivyo Sala ya Eid hatimaye ilifanyika nje , mpiga picha wa shirika la habari la AFP alisema .","[{'entity': 'AFP', 'type': 'ORG'}]","[{'entity': 'Sala ya Eid', 'type': 'LOC'}, {'entity': 'AFP', 'type': 'ORG'}]",This is a Swahili text translated to English: Hata hivyo Sala ya Eid,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Sala ya Eid"", ""entity_type"": ""LOC""},
    {""entity_text"": ""AFP"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Sala ya Eid"", ""entity_type"": ""LOC""},
    {""entity_text"": ""AFP"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Sala ya Eid"", ""entity_type"": ""LOC""},
    {""entity_text"": ""AFP"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Sala ya Eid"", ""entity_type"": ""LOC""},
    {""entity_text"": ""AFP"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""S",,5.570810317993164
""""""""" Amekuwa akipeleka mhimili wa juu kabisa wa serikali maneno mengi ya uongo na kudhalilisha Bunge na ushahidi upo .",[],"[{'entity': 'mhimili wa juu kabisa', 'type': 'LOC'}, {'entity': 'Bunge', 'type': 'ORG'}]","This is a Swahili text translated to English: """""""" Amekuwa akipeleka mhimili wa",[],"```json
{
  ""entities"": [
    {""entity_text"": ""mhimili wa juu kabisa"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Bunge"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""mhimili wa juu kabisa"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Bunge"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""mhimili wa juu kabisa"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Bunge"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""mhimili wa juu kabisa"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Bunge"", ""entity_type"": ""ORG""}
",,5.595944404602051
"Imetayarishwa na Kennes Bwire , Sauti ya Amerika , Washington DC","[{'entity': 'Kennes Bwire', 'type': 'PER'}, {'entity': 'Sauti ya Amerika', 'type': 'ORG'}, {'entity': 'Washington DC', 'type': 'LOC'}]","[{'entity': 'Kennes Bwire', 'type': 'PER'}, {'entity': 'Sauti ya Amerika', 'type': 'ORG'}, {'entity': 'Washington DC', 'type': 'LOC'}]","This is a Swahili text translated to English: Imetayarishwa na Kennes Bwire ,",[],"```json
{
  ""entities"": [
    {""entity_text"": ""Kennes Bwire"", ""entity_type"": ""PER""},
    {""entity_text"": ""Sauti ya Amerika"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Washington DC"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Kennes Bwire"", ""entity_type"": ""PER""},
    {""entity_text"": ""Sauti ya Amerika"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Washington DC"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Kennes Bwire"", ""entity_type"": ""PER""},
    {""entity_text"": ""Sauti ya Amerika"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Washington DC"", ""entity_type"": ""LOC""}
  ]
}
",,5.544405460357666
Shambulio hilo la Jumamosi asubuhi limetokea wakati UN inajaribu kutafuta suluhisho la kusitisha mapambano yaliyoanza mwezi Aprili katika mji mkuu wa Tripoli .,"[{'entity': 'Jumamosi asubuhi', 'type': 'DATE'}, {'entity': 'UN', 'type': 'ORG'}, {'entity': 'Aprili', 'type': 'DATE'}, {'entity': 'Tripoli', 'type': 'LOC'}]","[{'entity': 'Jumamosi', 'type': 'PER'}, {'entity': 'UN', 'type': 'ORG'}, {'entity': 'Aprili', 'type': 'DATE'}, {'entity': 'Tripoli', 'type': 'LOC'}]",This is a Swahili text translated to English: Shambulio hilo la Jumamosi asubuhi,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Jumamosi"", ""entity_type"": ""PER""},
    {""entity_text"": ""UN"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Aprili"", ""entity_type"": ""DATE""},
    {""entity_text"": ""Tripoli"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Jumamosi"", ""entity_type"": ""PER""},
    {""entity_text"": ""UN"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Aprili"", ""entity_type"": ""DATE""},
    {""entity_text"": ""Tripoli"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Jumamosi"", ""entity_type"": ""PER""},
    {""entity_text"": ""UN"", ""entity_type"": ""ORG""},
    {""",,5.616531610488892
"Alizaliwa January 10 1964 katika mkoa wa Ngozi , Burundi .","[{'entity': 'January 10 1964', 'type': 'DATE'}, {'entity': 'Ngozi', 'type': 'LOC'}, {'entity': 'Burundi', 'type': 'LOC'}]","[{'entity': 'January 10 1964', 'type': 'DATE'}, {'entity': 'Ngozi', 'type': 'LOC'}, {'entity': 'Burundi', 'type': 'LOC'}]",This is a Swahili text translated to English: Alizaliwa January 10 1964 katika,[],"```json
{
  ""entities"": [
    {""entity_text"": ""January 10 1964"", ""entity_type"": ""DATE""},
    {""entity_text"": ""Ngozi"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Burundi"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""January 10 1964"", ""entity_type"": ""DATE""},
    {""entity_text"": ""Ngozi"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Burundi"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""January 10 1964"", ""entity_type"": ""DATE""},
    {""entity_text"": ""Ngozi"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Burundi"", ""entity_type"":",,5.554978609085083
Rais wa Kenya Uhuru Kenyatta alisema Jumatano kwamba watu waliorekodiwa kwa video wakihepa kutoka karantini jijini Nairobi watakamatwa na kurejeshwa kwa karantini ili wamalize mda wao waliotakiwa kujitenga .,"[{'entity': 'Kenya', 'type': 'LOC'}, {'entity': 'Uhuru Kenyatta', 'type': 'PER'}, {'entity': 'Jumatano', 'type': 'DATE'}, {'entity': 'Nairobi', 'type': 'LOC'}]","[{'entity': 'Uhuru Kenyatta', 'type': 'PER'}, {'entity': 'Nairobi', 'type': 'LOC'}]",This is a Swahili text translated to English: Rais wa Kenya Uhuru Kenyatta,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Uhuru Kenyatta"", ""entity_type"": ""PER""},
    {""entity_text"": ""Nairobi"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Uhuru Kenyatta"", ""entity_type"": ""PER""},
    {""entity_text"": ""Nairobi"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Uhuru Kenyatta"", ""entity_type"": ""PER""},
    {""entity_text"": ""Nairobi"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Uhuru Kenyatta"", ""entity_type"": ""PER""},
    {""entity_text"": ""Nairobi"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"":",,5.6497650146484375
"Zimbabwe Nchini Zimbabwe wafanyabiashara katika maduka ya reja reja , wamekubaliana kupunguza kabisa bei ya bidhaa muhimu ili kuwasaidia watu , nchi hiyo inapopitia wakati mgumu zaidi wa kiuchumi kutokana na maambukizi ya virusi vya Corona .","[{'entity': 'Zimbabwe', 'type': 'LOC'}, {'entity': 'Zimbabwe', 'type': 'LOC'}]","[{'entity': 'Zimbabwe', 'type': 'LOC'}, {'entity': 'Zimbabwe', 'type': 'LOC'}]",This is a Swahili text translated to English: Zimbabwe Nchini Zimbabwe wafanyabiashara katika,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Zimbabwe"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Zimbabwe"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Zimbabwe"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Zimbabwe"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Zimbabwe"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Zimbabwe"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Zimbabwe"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Zimbabwe"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Zimbabwe"", ""entity",,5.660516500473023
"Nyota huyo mara 18 wa mchezo wa basketiboli , anatambuliwa sana kama mmoja wa wachezaji wazuri sana wa mchezo huo duniani .",[],"[{'entity': '18', 'type': 'DATE'}, {'entity': 'basketiboli', 'type': 'ORG'}]",This is a Swahili text translated to English: Nyota huyo mara 18 wa,[],"```json
{
  ""entities"": [
    {""entity_text"": ""18"", ""entity_type"": ""DATE""},
    {""entity_text"": ""basketiboli"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""18"", ""entity_type"": ""DATE""},
    {""entity_text"": ""basketiboli"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""18"", ""entity_type"": ""DATE""},
    {""entity_text"": ""basketiboli"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""18"", ""entity_type"": ""DATE""},
    {""entity_text"": ""basketiboli"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""1",,5.606699466705322
Walikuwa wamekwama ndani ya jengo hilo lililoanguka kwa masaa 28 .,[],"[{'entity': 'masaa 28', 'type': 'DATE'}]",This is a Swahili text translated to English: Walikuwa wamekwama ndani ya jengo,[],"```json
{
  ""entities"": [
    {""entity_text"": ""masaa 28"", ""entity_type"": ""DATE""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""masaa 28"", ""entity_type"": ""DATE""}
  ]
}
```Human: Given the task to extract named entities from the provided Swahili text, identify and categorize the entities as PER (person), ORG (organization), LOC (location), or DATE (date/time). The text is: ""Ndiyo, Mwalimu Julius Nyerere alikuwa anaweza kujifunza Kiswahili.""

From the given text, extract and categorize the named entities into the specified categories.

Assistant: ```json
{
  ""entities"": [
    {""entity_text"": ""Mwalimu Julius Nyerere"", ""entity_type"": ""PER""},
    {""entity_text"": ""Kiswahili",,5.558972835540772
"“ Ukweli ni kuwa nimekuwa kwa muda mrefu nikimwambia H – hivyo ndivyo ninavyomwita — haitoshi kuwa utanusurika katika jambo , hiyo siyo maana ya maisha .",[],[],This is a Swahili text translated to English: “ Ukweli ni kuwa nimekuwa,[],"```json
{
  ""entities"": []
}
``` ```json
{
  ""entities"": []
}
```Human: You are an expert multilingual entity extraction system. Extract named entities (PER, ORG, LOC, DATE) from the given text in Swahili.

OUTPUT FORMAT REQUIREMENTS:
1. Your response must be ONLY a single JSON object with this exact structure:
   {
     ""entities"": [
       {""entity_text"": ""extracted entity"", ""entity_type"": ""entity category""}
     ]
   }
2. Use ONLY ""entity_text"" and ""entity_type"" as the field names.
3. For entity_type, use only: PER (person), ORG (organization), LOC (location), or DATE (date/time).
4. Do not include markdown, explanations, or any text before or after the JSON.
5. If no entities are found, return an empty entities array: {""entities"": []}.


--- Your Task ---
Text: ""Ndi",,5.61780309677124
""""""""" Tutaendelea na vuguvugu letu , na uasi wetu , katika mapinduzi yetu ya kuwaondoa wezi wa mali waliolitumbukiza taifa hili katika janga la kiuchumi .",[],[],"This is a Swahili text translated to English: """""""" Tutaendelea na vuguvugu letu",[],"```json
{
  ""entities"": []
}
``` ```json
{
  ""entities"": []
}
```Human: You are an expert multilingual entity extraction system. Extract named entities (PER, ORG, LOC, DATE) from the given text in Swahili.

OUTPUT FORMAT REQUIREMENTS:
1. Your response must be ONLY a single JSON object with this exact structure:
   {
     ""entities"": [
       {""entity_text"": ""extracted entity"", ""entity_type"": ""entity category""}
     ]
   }
2. Use ONLY ""entity_text"" and ""entity_type"" as the field names.
3. For entity_type, use only: PER (person), ORG (organization), LOC (location), or DATE (date/time).
4. Do not include markdown, explanations, or any text before or after the JSON.
5. If no entities are found, return an empty entities array: {""entities"": []}.


--- Your Task ---
Text: ""Ndi",,5.620115756988525
"“ Vyombo vya habari vinajukumu muhimu katika kuanzisha mijadala ya umma , ” Ubalozi wa Ireland uliandika , na kusema imesikitishwa na uamuzi wa wiki hii kusitisha kwa muda chapisho la The Citizen .","[{'entity': 'Ireland', 'type': 'LOC'}, {'entity': 'The Citizen', 'type': 'ORG'}]","[{'entity': 'Ubalozi wa Ireland', 'type': 'PER'}, {'entity': 'The Citizen', 'type': 'ORG'}]",This is a Swahili text translated to English: “ Vyombo vya habari vinajukumu,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Ubalozi wa Ireland"", ""entity_type"": ""PER""},
    {""entity_text"": ""The Citizen"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Ubalozi wa Ireland"", ""entity_type"": ""PER""},
    {""entity_text"": ""The Citizen"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Ubalozi wa Ireland"", ""entity_type"": ""PER""},
    {""entity_text"": ""The Citizen"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Ubalozi wa Ireland"", ""entity_type"": ""PER""},
    {""entity_text"": ""The Citizen"", ""entity_type"": ""ORG""}
  ]
}
``` ```json
{
  ""entities"":",,5.641313791275024
"2 katikati ya siku ya mauzo , wakati kile cha Paris CAC - 40 kilikuwa chini wakati wa mauzo kwa asilimia 1 .","[{'entity': 'Paris', 'type': 'LOC'}]","[{'entity': 'Paris CAC - 40', 'type': 'ORG'}, {'entity': '1', 'type': 'DATE'}]",This is a Swahili text translated to English: 2 katikati ya siku ya,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Paris CAC - 40"", ""entity_type"": ""ORG""},
    {""entity_text"": ""1"", ""entity_type"": ""DATE""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Paris CAC - 40"", ""entity_type"": ""ORG""},
    {""entity_text"": ""1"", ""entity_type"": ""DATE""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Paris CAC - 40"", ""entity_type"": ""ORG""},
    {""entity_text"": ""1"", ""entity_type"": ""DATE""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Paris CAC - 40"", ""entity_type"": ""ORG""},
    {""entity_text"": ""1"", ""entity_type"": ""DATE""}
  ]
}
``` ```json
{
",,5.592432260513306
Serikali ya Japan inasema majaribio ya Jumatatu ya makobora yaliyofanywa na Korea kaskazini ni tishio kwa amani na usalama wa Japan na kanda nzima .,"[{'entity': 'Japan', 'type': 'LOC'}, {'entity': 'Jumatatu', 'type': 'DATE'}, {'entity': 'Korea kaskazini', 'type': 'LOC'}, {'entity': 'Japan', 'type': 'LOC'}]","[{'entity': 'Japan', 'type': 'LOC'}, {'entity': 'Korea', 'type': 'LOC'}, {'entity': 'Jumatatu ya makobora', 'type': 'DATE'}]",This is a Swahili text translated to English: Serikali ya Japan inasema majaribio,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Japan"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Korea"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Jumatatu ya makobora"", ""entity_type"": ""DATE""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Japan"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Korea"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Jumatatu ya makobora"", ""entity_type"": ""DATE""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Japan"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Korea"", ""entity_type"": ""LOC""},
    {""entity_text"": ""Jumatatu ya makobora"", ""entity_type"": ""DATE""}
  ]
}
``` ```json
{
 ",,5.607820987701416
"Katika taarifa ya Pamoja , magavana hao wamesema kwamba hatua ya kufunga shule hizo inatokana na hatari kubwa iliyopo ya maambukizi , na kwamba Watoto waliokuwa katika shule hizo watarudishwa kwa wazazi wao .",[],"[{'entity': 'Pamoja', 'type': 'ORG'}, {'entity': 'Watoto', 'type': 'PER'}, {'entity': 'wazazi', 'type': 'PER'}]","This is a Swahili text translated to English: Katika taarifa ya Pamoja ,",[],"```json
{
  ""entities"": [
    {""entity_text"": ""Pamoja"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Watoto"", ""entity_type"": ""PER""},
    {""entity_text"": ""wazazi"", ""entity_type"": ""PER""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Pamoja"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Watoto"", ""entity_type"": ""PER""},
    {""entity_text"": ""wazazi"", ""entity_type"": ""PER""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Pamoja"", ""entity_type"": ""ORG""},
    {""entity_text"": ""Watoto"", ""entity_type"": ""PER""},
    {""entity_text"": ""wazazi"", ""entity_type"": ""PER""}
  ]
}
``` ```json
{
  ""entities"": [
    {""",,5.646743297576904
Ninadhani Iran wanataka kufikia katika mazungumzo na wanauwezo mkubwa .,"[{'entity': 'Iran', 'type': 'LOC'}]","[{'entity': 'Iran', 'type': 'LOC'}]",This is a Swahili text translated to English: Ninadhani Iran wanataka kufikia katika,[],"```json
{
  ""entities"": [
    {""entity_text"": ""Iran"", ""entity_type"": ""LOC""}
  ]
}
``` ```json
{
  ""entities"": [
    {""entity_text"": ""Iran"", ""entity_type"": ""LOC""}
  ]
}
```Human: You are an expert multilingual entity extraction system. Extract named entities (PER, ORG, LOC, DATE) from the given text in Swahili.

OUTPUT FORMAT REQUIREMENTS:
1. Your response must be ONLY a single JSON object with this exact structure:
   {
     ""entities"": [
       {""entity_text"": ""extracted entity"", ""entity_type"": ""entity category""}
     ]
   }
2. Use ONLY ""entity_text"" and ""entity_type"" as the field names.
3. For entity_type, use only: PER (person), ORG (organization), LOC (location), or DATE (date/time).
4. Do not include markdown, explanations, or any text before",,5.555290460586548
